"Url";"Path";"Year";"Languages";"Players";"Name";"Publisher";"Score";"Developer"
"https://oagd.net/amiga/1000-miglia";"0\1000-miglia";"1992";"English, Italian";"1";"1000 Miglia";"Simulmondo";"6.7";"Simulmondo"
"https://oagd.net/amiga/1000cc-turbo";"0\1000cc-turbo";"1990";"English";"1";"1000cc Turbo";"Impressions";"N/A";"Max Design"
"https://oagd.net/amiga/1497-five-years-after";"0\1497-five-years-after";"1996";"English";"1 - 4 (1 simultaneous)";"1497: Five Years After";"Shareware";"N/A";"Jan Hagqvist"
"https://oagd.net/game/afb98c2e-7630-5518-89c4-b10151e3b4e2";"0\17-4-media";"1991";"German";"1";"17 + 4 (media)";"Amiga Special";"N/A";"HLC"
"https://oagd.net/amiga/1869";"0\1869";"1993";"English, German, Polish";"1 - 4 (1 simultaneous)";"1869";"Flair";"7.7";"Max Design"
"https://oagd.net/amiga/1869-aga";"0\1869-aga";"1993";"English, German";"1 - 4 (1 simultaneous)";"1869 [AGA]";"Flair";"7.8";"Max Design"
"https://oagd.net/amiga/1943-the-battle-of-midway";"0\1943-the-battle-of-midway";"1989";"English";"1 - 2 (1 simultaneous)";"1943: The Battle of Midway";"GO! (U.S. Gold)";"6.4";"Probe"
"https://oagd.net/amiga/1st-division-manager";"0\1st-division-manager";"1992";"English";"1";"1st Division Manager";"Codemasters";"N/A";"Cirrus"
"https://oagd.net/amiga/20000-leagues-under-the-sea";"0\20000-leagues-under-the-sea";"1989";"English, Spanish";"1";"20000 Leagues Under the Sea";"Coktel";"N/A";
"https://oagd.net/amiga/3001-o-connors-fight";"0\3001-o-connors-fight";"1990";"English";"1";"3001 O'Connor's Fight";"Rainbow Arts";"N/A";
"https://oagd.net/game/8eb436f2-e789-504e-ac8f-ce2b98b90d2d";"0\3d-construction-kit";"1991";"English, German, French, Italian";"1";"3D Construction Kit";"Domark";"N/A";"Incentive"
"https://oagd.net/amiga/3d-galax";"0\3d-galax";"1989";"English";"1";"3D Galax";"Gremlin";"N/A";
"https://oagd.net/amiga/3d-pool";"0\3d-pool";"1989";"English";"1 - 2 (1 simultaneous)";"3D Pool";"Firebird";"8.0";"Aardvark"
"https://oagd.net/game/f7a58bad-3a0d-5644-a1e0-4a37037d6e00";"0\3d-world-boxing";"1992";"English, German, French, Italian";"1 -2 (2 simultaneous)";"3D World Boxing";"Simulmondo";"N/A";
"https://oagd.net/amiga/3d-world-soccer";"0\3d-world-soccer";"1992";"English, German, French, Italian";"1";"3D World Soccer";"Simulmondo";"N/A";"Simulmondo"
"https://oagd.net/amiga/3d-world-tennis";"0\3d-world-tennis";"1992";"English, German, French, Italian";"1 - 2 (2 simultaneous)";"3D World Tennis";"Simulmondo";"N/A";
"https://oagd.net/amiga/4-get-it";"0\4-get-it";"1992";"English";"1";"4-Get-It";"TTR";"N/A";"Silverfox"
"https://oagd.net/amiga/4-way-lynx";"0\4-way-lynx";"1990";"English";"1";"4-Way Lynx";"Deja Vu";"N/A";
"https://oagd.net/amiga/4d-sports-boxing";"0\4d-sports-boxing";"1991";"English";"1 - 2 (2 simultaneous)";"4D Sports Boxing";"Mindscape";"N/A";"Distinctive Software Inc."
"https://oagd.net/amiga/4d-sports-driving";"0\4d-sports-driving";"1992";"English";"1";"4D Sports Driving";"Mindscape";"7.1";"Distinctive"
"https://oagd.net/game/e796266e-8c1b-5764-a2b8-cddf54efbe70";"0\4th-inches";"1988";"English";"1 -2 (2 simultaneous)";"4th & Inches";"Accolade";"N/A";"Sculptured"
"https://oagd.net/game/7c88d9f2-920f-5cca-ba1b-a31af5681aa6";"0\4x4-off-road-racing";"1989";"English";"1";"4X4 Off-Road Racing";"U.S. Gold / Epyx";"N/A";
"https://oagd.net/game/03297dc4-53e4-5676-a70a-51a2a85bdadb";"0\5th-gear";"1990";"English";"1";"5th Gear";"Hewson";"N/A";"Micro Wish"
"https://oagd.net/amiga/688-attack-sub";"0\688-attack-sub";"1990";"English";"1";"688 Attack Sub";"Electronic Arts";"7.9";
"https://oagd.net/amiga/7-colors";"0\7-colors";"1991";"English, German, Spanish, French, Italian";"1 - 2 (1 simultaneous)";"7 Colors";"Infogrames";"6.9";"Gamos"
"https://oagd.net/amiga/9-lives";"0\9-lives";"1990";"English";"1";"9 Lives";"ARC (Atari UK)";"7.3";"Frames"
"https://oagd.net/amiga/a-10-tank-killer";"a\a-10-tank-killer";"1990";"English";"1";"A-10 Tank Killer";"Dynamix";"N/A";"Dynamix"
"https://oagd.net/amiga/a-train";"a\a-train";"1992";"English, cs, German, French, Polish";"1";"A-Train";"Ocean / Maxis";"8.2";"The Dreamers Guild"
"https://oagd.net/amiga/a320-airbus";"a\a320-airbus";"1991";"English";"1";"A320 Airbus";"Thalion";"7.9";"Rainer Bopf Software"
"https://oagd.net/amiga/aaargh";"a\aaargh";"1988";"English";"1 - 2 (2 simultaneous)";"AAARGH!";"Melbourne House";"N/A";"Sculptured Software"
"https://oagd.net/amiga/abandoned-places-a-time-for-heroes";"a\abandoned-places-a-time-for-heroes";"1992";"English, German";"1";"Abandoned Places - A Time for Heroes";"Electric Zoo";"8.1";"ArtGame"
"https://oagd.net/amiga/abandoned-places-2";"a\abandoned-places-2";"1993";"English, German, French";"1";"Abandoned Places 2";"I.C.E.";"7.6";"ArtGame"
"https://oagd.net/game/cf256fee-42be-54d9-8ae6-e2b771ed861b";"a\abc-monday-night-football";"1990";"English";"1-2 (2 simultaneous)";"ABC Monday Night Football";"Data East";"N/A";"Monarch Development"
"https://oagd.net/amiga/above-top-secret";"a\above-top-secret";"1997";"English";"1";"Above Top Secret";"F1 Licenseware";"N/A";"Psyche"
"https://oagd.net/amiga/abracadabra";"a\abracadabra";"1991";"English, German, Spanish, French, Italian";"1";"Abracadabra";"Coktel";"N/A";
"https://oagd.net/amiga/abu-simbel-profanation";"a\abu-simbel-profanation";;"English";;"Abu Simbel Profanation";;"N/A";
"https://oagd.net/amiga/abyss";"a\abyss";"1991";"English";"1";"Abyss";"Free Spirit";"N/A";"Synthicat"
"https://oagd.net/amiga/abzoo";"a\abzoo";"1989";"English";"1";"ABZoo";"Indi";"N/A";"Excalibur Computing & Learning"
"https://oagd.net/amiga/academy";"a\academy";"1988";"English";"1";"Academy";"CRL";"N/A";"ComTec"
"https://oagd.net/amiga/accordion";"a\accordion";"1990";"English";"1";"Accordion";"UnSane Creations / Computermate";"N/A";
"https://oagd.net/amiga/ace-ball";"a\ace-ball";"1995";"Polish";"1 - 2 (2 simultaneous)";"Ace Ball";"Tim Soft";"N/A";
"https://oagd.net/amiga/ace-the-space-case";"a\ace-the-space-case";"1994";"English";"1";"Ace The Space-Case";"Amiga Action (Europress)";"N/A";"Grand Master Design"
"https://oagd.net/amiga/action-cat";"a\action-cat";"1995";"English, German";"1";"Action Cat";"1001";"N/A";
"https://oagd.net/amiga/action-fighter";"a\action-fighter";"1989";"English";"1";"Action Fighter";"Sega / Firebird";"N/A";"Core"
"https://oagd.net/amiga/action-service";"a\action-service";"1989";"English";"1 - 12 (1 simultaneous)";"Action Service";"Infogrames";"6.4";"Cobra Soft"
"https://oagd.net/amiga/the-addams-family";"t\the-addams-family";"1992";"English, German, French";"1";"The Addams Family";"Ocean";"8.3";"Ocean"
"https://oagd.net/game/6fe06be1-a50a-54be-96f3-d6f1bbc531f0";"a\adi-junior-helps-with-counting-6-7";"1994";"English";"1";"ADI Junior Helps With Counting (6-7)";"Europress";"N/A";"Coktel"
"https://oagd.net/game/3900d25d-3644-514b-b1e6-1b0261ed638f";"a\adi-junior-helps-with-reading-6-7";"1994";"English";"1";"ADI Junior Helps With Reading (6-7)";"Europress";"N/A";"Coktel"
"https://oagd.net/amiga/adrenalynn";"a\adrenalynn";"1991";"English";"1 - 4 (4 simultaneous)";"Adrenalynn";"Global Software (DMI) / Loriciel";"7.2";"Exponentia"
"https://oagd.net/game/6b11661f-e664-5439-87b7-9312550621ce";"a\ads-advanced-destroyer-simulator";"1991";"English, French";"1";"ADS: Advanced Destroyer Simulator";"Futura";"N/A";"Didier Arnaud"
"https://oagd.net/amiga/heroes-of-the-lance";"a\advanced-dungeons-dragons-dragon-lance-heroes-of-the-lance";"1988";"English";"1";"Advanced Dungeons & Dragons - Dragon Lance - Heroes of the Lance";"U.S. Gold Ltd.";"N/A";"Adventuresoft UK Ltd - Teoman Irmak, Matt Ellis, Antony M. Scott, Graham Lilley, Alan Bridgman, Brian Howarth, Richard Sheldon & Mike Woodroffe"
"https://oagd.net/game/e29544ae-49c8-5724-997a-8bd76b3281a7";"a\advanced-ski-simulator";"1989";"English";"1 - 2 (2 simultaneous)";"Advanced Ski Simulator";"Codemasters";"N/A";"The Highlanders"
"https://oagd.net/amiga/advantage-tennis";"a\advantage-tennis";"1991";"English, German, French";"1 - 2 (2 simultaneous)";"Advantage Tennis";"Infogrames";"7.9";
"https://oagd.net/game/46baebd0-3a52-526f-9a9b-a5b6da07226a";"a\adventures-in-math";"1991";"English";"1";"Adventures in Math";"Free Spirit";"N/A";"Free Spirit"
"https://oagd.net/amiga/the-adventures-of-maddog-williams";"t\the-adventures-of-maddog-williams";"1991";"English";"1";"The Adventures of Maddog Williams";"Game Crafters";"N/A";"Iliad"
"https://oagd.net/amiga/the-adventures-of-quik-and-silva";"t\the-adventures-of-quik-and-silva";"1991";"English";"1 - 2 (1 simultaneous)";"The Adventures of Quik and Silva";"Amiga Fun";"N/A";
"https://oagd.net/amiga/the-adventures-of-robin-hood";"t\the-adventures-of-robin-hood";"1991";"English, German, French, Italian";"1";"The Adventures of Robin Hood";"Millennium";"8.0";"Firstlight"
"https://oagd.net/amiga/the-adventures-of-willy-beamish";"t\the-adventures-of-willy-beamish";"1992";"English";"1";"The Adventures of Willy Beamish";"Dynamix";"N/A";
"https://oagd.net/amiga/african-raiders-01";"a\african-raiders-01";"1989";"English";"1";"African Raiders-01";"Tomahawk";"N/A";"Tomahawk"
"https://oagd.net/amiga/after-burner-activision";"a\after-burner-activision";"1988";"English";"1";"After Burner [Activision]";"Activision";"6.3";"Argonaut"
"https://oagd.net/amiga/after-burner-sega";"a\after-burner-sega";"1989";"English";"1";"After Burner [Sega]";"Sega";"N/A";"Weebee Games"
"https://oagd.net/amiga/after-the-war";"a\after-the-war";"1989";"English";"1";"After the War";"Dinamic Software";"7.5";
"https://oagd.net/amiga/agony";"a\agony";"1992";"English";"1";"Agony";"Psygnosis";"7.8";"Art and Magic"
"https://oagd.net/amiga/laigle-dor-le-retour";"l\laigle-dor-le-retour";"1991";"French";"1";"L'Aigle d'or : le Retour";"Loriciel";"N/A";
"https://oagd.net/amiga/air-support";"a\air-support";"1992";"English";"1";"Air Support";"Psygnosis";"7.1";
"https://oagd.net/amiga/air-warrior";"a\air-warrior";"1990";"English";"1";"Air Warrior";"On-line";"7.3";"Kesmai"
"https://oagd.net/amiga/airball";"a\airball";"1989";"English";"1";"Airball";"Microdeal [MichTron]";"N/A";
"https://oagd.net/amiga/airborne-ranger";"a\airborne-ranger";"1989";"English";"1";"Airborne Ranger";"MicroProse";"7.6";"Imagitec"
"https://oagd.net/game/51d3bb20-9827-593e-a205-6bebd296df4c";"a\akira";"1994";"English";"1";"Akira";"I.C.E.";"N/A";
"https://oagd.net/amiga/aladdin";"a\aladdin";"1994";"English";"1";"Aladdin";"Virgin";"8.5";
"https://oagd.net/amiga/alcatraz";"a\alcatraz";"1992";"English";"1 - 2 (2 simultaneous)";"Alcatraz";"Infogrames";"N/A";"221b"
"https://oagd.net/amiga/alert-x";"a\alert-x";"1994";"English";"1";"Alert X";"Techland Soft";"N/A";"Piotr Misztal"
"https://oagd.net/amiga/alfabet-smierci";"a\alfabet-smierci";"1996";"Polish";"1";"Alfabet Śmierci";"Arte - Poland";"N/A";"Seven Stars"
"https://oagd.net/amiga/alfabet-smierci-aga";"a\alfabet-smierci-aga";"1996";"Polish";"1";"Alfabet Śmierci [AGA]";"Arte - Poland";"N/A";"Seven Stars"
"https://oagd.net/amiga/alfred-chicken";"a\alfred-chicken";"1993";"English";"1";"Alfred Chicken";"Mindscape";"7.5";"Twilight"
"https://oagd.net/amiga/alfred-chicken-aga";"a\alfred-chicken-aga";"1993";"English";"1";"Alfred Chicken [AGA]";"Mindscape";"7.4";"Twilight"
"https://oagd.net/amiga/alianator";"a\alianator";"1991";"English";"1";"Alianator";"Amiga Fun";"N/A";
"https://oagd.net/amiga/alien-bash";"a\alien-bash";"1993";"English";"1";"Alien Bash";"The One (EMAP)";"N/A";
"https://oagd.net/amiga/alien-bash-ii";"a\alien-bash-ii";"1996";"English";"1";"Alien Bash II";"Amiga Format";"N/A";
"https://oagd.net/amiga/alien-breed";"a\alien-breed";"1991";"English";"1 - 2 (2 simultaneous)";"Alien Breed";"Team 17";"8.5";"Team 17"
"https://oagd.net/amiga/alien-breed-special-edition-92";"a\alien-breed-special-edition-92";"1992";"English";"1 - 2 (2 simultaneous)";"Alien Breed";"Team 17";"8.2";"Team 17"
"https://oagd.net/amiga/alien-breed-3d";"a\alien-breed-3d";"1995";"English";"1 - 2 (2 simultaneous)";"Alien Breed 3D";"Ocean / Team 17";"8.3";"Team 17"
"https://oagd.net/amiga/alien-breed-3d-ii";"a\alien-breed-3d-ii";"1996";"English";"1 - 2 (2 simultaneous)";"Alien Breed 3D 2: The Killing Grounds";"Ocean / Team 17";"8.0";"Team 17"
"https://oagd.net/amiga/alien-breed-ii-the-horror-continues";"a\alien-breed-ii-the-horror-continues";"1993";"English";"1 - 2 (2 simultaneous)";"Alien Breed II: The Horror Continues";"Team 17";"8.4";"Team 17"
"https://oagd.net/amiga/alien-breed-ii-the-horror-continues-aga";"a\alien-breed-ii-the-horror-continues-aga";"1993";"English";"1 - 2 (2 simultaneous)";"Alien Breed II: The Horror Continues [AGA]";"Team 17";"8.0";"Team 17"
"https://oagd.net/amiga/alien-breed-tower-assault";"a\alien-breed-tower-assault";"1994";"English";"1 - 2 (2 simultaneous)";"Alien Breed: Tower Assault";"Team 17";"8.1";"Team 17"
"https://oagd.net/amiga/alien-drug-lords";"a\alien-drug-lords";"1991";"English";"1";"Alien Drug Lords: The Chyropian Connection";"Panther Games";"N/A";"Panther Games"
"https://oagd.net/amiga/alien-fish-finger";"a\alien-fish-finger";"1995";"English";"1";"Alien Fish Finger";"Skull Army";"7.7";"Skull Army"
"https://oagd.net/amiga/alien-legion";"a\alien-legion";"1989";"English";"1";"Alien Legion";"Gainstar";"N/A";"Pegasus"
"https://oagd.net/amiga/alien-storm";"a\alien-storm";"1991";"English";"1 - 2 (2 simultaneous)";"Alien Storm";"U.S. Gold";"6.6";"Tiertex"
"https://oagd.net/amiga/alien-syndrome";"a\alien-syndrome";"1988";"English";"1 - 2 (2 simultaneous)";"Alien Syndrome";"ACE";"7.9";"Softek"
"https://oagd.net/amiga/alien-world";"a\alien-world";"1992";"English";"1";"Alien World";"Hi-Tec Software";"7.1";"PAL"
"https://oagd.net/amiga/alien-3";"a\alien-3";"1992";"English";"1";"Alien³";"Virgin";"7.6";"Eden"
"https://oagd.net/amiga/all-about-america";"a\all-about-america";"1987";"English";"1 - 2 (1 simultaneous)";"All About America";"Unicorn Educational Software";"N/A";
"https://oagd.net/amiga/all-dogs-go-to-heaven";"a\all-dogs-go-to-heaven";"1990";"English";"1";"All Dogs Go to Heaven";"Merit";"N/A";"Polarware"
"https://oagd.net/amiga/all-new-world-of-lemmings";"a\all-new-world-of-lemmings";"1995";"English";"1";"All New World of Lemmings";"Psygnosis";"8.1";"DMA"
"https://oagd.net/amiga/allan-borders-cricket";"a\allan-borders-cricket";"1993";"English";"1 - 2 (2 simultaneous)";"Allan Border's Cricket";"HES";"N/A";
"https://oagd.net/amiga/allo-allo-cartoon-fun";"a\allo-allo-cartoon-fun";"1993";"English";"1 - 2 (2 simultaneous)";"'Allo 'Allo! Cartoon Fun!";"Alternative";"6.2";"Alternative"
"https://oagd.net/amiga/alpha-waves";"a\alpha-waves";"1991";"English, German, Spanish, French, Italian";"1 - 2 (2 simultaneous)";"Alpha Waves";"Infogrames";"N/A";
"https://oagd.net/amiga/alpha-1";"a\alpha-1";"1988";"English";"1";"Alpha-1";"ECP";"N/A";
"https://oagd.net/amiga/altered-beast";"a\altered-beast";"1989";"English";"1 - 2 (2 simultaneous)";"Altered Beast";"Activision";"6.8";"Software Studios (Activision)"
"https://oagd.net/amiga/altered-destiny";"a\altered-destiny";"1991";"English";"1";"Altered Destiny";"Accolade";"6.8";
"https://oagd.net/amiga/amazed";"a\amazed";;"English";"1";"Amazed";"Electronic Arts / ECP";"N/A";
"https://oagd.net/amiga/the-amazing-spider-man";"t\the-amazing-spider-man";"1990";"English, German, Spanish, French, Italian";"1";"The Amazing Spider-Man";"Empire / Paragon";"7.3";"Oxford Digital Enterprises"
"https://oagd.net/amiga/amberstar";"a\amberstar";"1992";"English, German";"1";"Amberstar";"Thalion";"7.7";"Thalion"
"https://oagd.net/amiga/ambermoon";"a\ambermoon";"1993";"English, German";"1";"Ambermoon";"Thalion";"7.6";"Thalion"
"https://oagd.net/amiga/amegas";"a\amegas";"1987";"English";"1 - 2 (1 simultaneous)";"Amegas";"Pandora Software";"7.7";"reLINE"
"https://oagd.net/amiga/american-gladiators";"a\american-gladiators";"1992";"English";"1 -  16 (1 simultaneous)";"American Gladiators";"Gametek";"N/A";"Imagitec"
"https://oagd.net/amiga/american-history-adventure";"a\american-history-adventure";;;;"American History Adventure";"Queue";"N/A";
"https://oagd.net/game/2fc84bdd-295d-5029-ab98-c20fc99ddfe5";"a\american-tag-team-wrestling";"1992";"English";"1 - 2 (2 simultaneous)";"American Tag-Team Wrestling";"Zeppelin";"N/A";
"https://oagd.net/amiga/amiga-encounter";"a\amiga-encounter";"1991";"English";"1";"Amiga Encounter";"Novagen";"N/A";"Novagen"
"https://oagd.net/amiga/amiga-karate";"a\amiga-karate";"1987";"English";"1 - 2 (2 simultaneous)";"Amiga Karate";"Eidersoft";"N/A";"Paradox (Eidersoft)"
"https://oagd.net/amiga/amiga-poker";"a\amiga-poker";"1988";"German";"1";"Amiga Poker";"L&W Computer";"N/A";
"https://oagd.net/amiga/amiganoid";"a\amiganoid";"1993";"English";"1";"Amiganoid";"Freeware";"7.2";"Digital Illusions"
"https://oagd.net/amiga/amnios";"a\amnios";"1991";"English";"1";"Amnios";"Psygnosis";"N/A";"Flying Chicken"
"https://oagd.net/amiga/amys-fun-2-3-adventure";"a\amys-fun-2-3-adventure";"1991";"English";"1";"Amy's Fun-2-3 Adventure";"Devasoft";"N/A";
"https://oagd.net/amiga/anarchy";"a\anarchy";"1990";"English";"1";"Anarchy";"Psyclapse (Psygnosis)";"N/A";"W.J.S."
"https://oagd.net/amiga/the-ancient-art-of-war-in-the-skies";"t\the-ancient-art-of-war-in-the-skies";"1993";"English";"1";"The Ancient Art of War in the Skies";"MicroProse";"7.0";"MicroProse"
"https://oagd.net/amiga/ancient-games";"a\ancient-games";"1991";"English";"1";"Ancient Games";"Energize (Impressions)";"N/A";"Golden Sector"
"https://oagd.net/amiga/animal-kingdom";"a\animal-kingdom";"1987";"English";"1 - 4 (1 simultaneous)";"Animal Kingdom";"Unicorn Educational Software";"N/A";"Unicorn Educational Software"
"https://oagd.net/amiga/another-world";"a\another-world";"1991";"English, French, hu, Italian";"1";"Another World";"US Gold";"8.5";"Delphine"
"https://oagd.net/amiga/anstoss";"a\anstoss";"1993";"German";"1 - 4 (1 simultaneous)";"Anstoss";"Sports (Ascon)";"8.1";"Ascon"
"https://oagd.net/amiga/anstoss-aga";"a\anstoss-aga";"1993";"German";"1 - 4 (1 simultaneous)";"Anstoss [AGA]";"Sports (Ascon)";"N/A";"Ascon"
"https://oagd.net/amiga/anstoss-world-cup-edition";"a\anstoss-world-cup-edition";"1994";"German";"1 - 4 (1 simultaneous)";"Anstoss - World Cup Edition";"Sports (Ascon)";"7.9";"Ascon"
"https://oagd.net/game/284eee2f-8202-5530-a4ca-0795294565e6";"a\answer-back-junior-quiz";"1990";"English";"1";"Answer Back: Junior Quiz";"Kosmos";"N/A";
"https://oagd.net/game/d79a7f26-0e62-5129-ac01-6ab3b36d995f";"a\answer-back-senior-quiz";"1990";"English";"1";"Answer Back: Senior Quiz";"Kosmos";"N/A";
"https://oagd.net/amiga/antago";"a\antago";"1990";"English";"1 - 2 (1 simultaneous)";"Antago";"Art of Dreams";"N/A";
"https://oagd.net/amiga/antares";"a\antares";"1990";"German";"1";"Antares: Der Griff nach den Sternen";"Bomico";"N/A";"Nightmare"
"https://oagd.net/amiga/apache";"a\apache";"1993";"English";"1";"Apache";"Team 17";"N/A";
"https://oagd.net/amiga/apache-flight";"a\apache-flight";"1992";"English";"1";"Apache Flight";"Atlantis";"N/A";"Minds I"
"https://oagd.net/amiga/apano-sin";"a\apano-sin";"2000";"English, German";"1";"Apano Sin";"V.A.K.";"N/A";"Level One"
"https://oagd.net/amiga/apb";"a\apb";"1990";"English";"1";"APB";"Domark / Tengen";"7.7";"Walking Circles"
"https://oagd.net/amiga/apidya";"a\apidya";"1992";"English";"1 - 2 (2 simultaneous)";"Apidya";"Play Byte";"8.1";"Kaiko"
"https://oagd.net/amiga/apocalypse";"a\apocalypse";"1994";"English";"1";"Apocalypse";"Virgin";"7.7";"Miracle Games"
"https://oagd.net/amiga/apprentice";"a\apprentice";"1990";"English";"1";"Apprentice";"Rainbow Arts";"7.8";
"https://oagd.net/amiga/aquablast";"a\aquablast";"1989";"English";"1";"Aquablast";"Elite";"N/A";
"https://oagd.net/amiga/aquanaut";"a\aquanaut";"1989";"English";"1";"Aquanaut [Addictive]";"Addictive Games";"7.1";"Fissionchip"
"https://oagd.net/amiga/aquanaut-f1-licenceware";"a\aquanaut-f1-licenceware";"1995";"English";"1";"Aquanaut [F1 Licenceware]";"F1 Licenceware";"N/A";"Phil Ruston"
"https://oagd.net/amiga/the-aquatic-games";"t\the-aquatic-games";"1992";"English";"1 - 4 (1 simultaneous)";"The Aquatic Games";"Millennium";"7.6";"Vectordean"
"https://oagd.net/amiga/aquaventura";"a\aquaventura";"1992";"English";"1";"Aquaventura";"Psygnosis";"6.8";"Psygnosis"
"https://oagd.net/amiga/arabian-nights";"a\arabian-nights";"1993";"English, German, French, Italian";"1";"Arabian Nights";"Krisalis";"8.2";
"https://oagd.net/amiga/arachnophobia";"a\arachnophobia";"1991";"English";"1";"Arachnophobia";"Disney / Ocean";"7.3";"BlueSky"
"https://oagd.net/amiga/arazmax";"a\arazmax";"1992";"English";"1";"Arazmax";"Scorpius";"N/A";"Scorpius"
"https://oagd.net/amiga/arazoks-tomb";"a\arazoks-tomb";"1987";"English";"1";"Arazok's Tomb";"Aegis (Oxxi)";"N/A";"The Next Frontier"
"https://oagd.net/amiga/arcade-fruit-machine";"a\arcade-fruit-machine";"1992";"English";"1";"Arcade Fruit Machine";"Zeppelin";"N/A";
"https://oagd.net/amiga/arcade-pool";"a\arcade-pool";"1994";"English";"1 - 8 (1 simultaneous)";"Arcade Pool";"Team 17";"7.9";"Antitesi"
"https://oagd.net/amiga/arcade-snooker";"a\arcade-snooker";"1995";"English";"1 - 2 (1 simultaneous)";"Arcade Snooker";"CU Amiga";"N/A";"Team 17"
"https://oagd.net/amiga/arcade-trivia-quiz";"a\arcade-trivia-quiz";"1991";"English";"1 - 3 (1 simultaneous)";"Arcade Trivia Quiz";"Zeppelin";"N/A";
"https://oagd.net/game/41317757-69ee-5067-8cc7-45458e7d18a7";"a\archer-maclean-presents-billard-americain";"1992";"French";"1 - 2 (1 simultaneous)";"Archer MacLean Presents: Billard Americain";"Virgin";"N/A";"Archer MacLean"
"https://oagd.net/amiga/archer-macleans-pool";"a\archer-macleans-pool";"1992";"English";"1 - 8 (1 simultaneous)";"Archer MacLean's Pool";"Virgin";"8.4";"Archer MacLean"
"https://oagd.net/amiga/archipelagos";"a\archipelagos";"1989";"English";"1";"Archipelagos";"Logotron / Fanfare (Britannica)";"N/A";"Astral"
"https://oagd.net/amiga/archon";"a\archon";"1985";"English";"1 - 2 (1 simultaneous)";"Archon";"Ariolasoft / Electronic Arts";"N/A";"Free Fall"
"https://oagd.net/amiga/archon-ii-adept";"a\archon-ii-adept";"1988";"English";"1 - 2 (1 simultaneous)";"Archon II: Adept";"Ariolasoft / Electronic Arts";"8.0";"Free Fall"
"https://oagd.net/amiga/arcticfox";"a\arcticfox";"1986";"English";"1";"Arcticfox";"Electronic Arts / Ariolasoft";"N/A";
"https://oagd.net/game/0bbf5197-333a-59df-bae9-4eca5d60ea0e";"a\arena-2000";"1992";"English";"1";"Arena 2000";"Data Becker";"N/A";
"https://oagd.net/amiga/arkanoid";"a\arkanoid";"1987";"English";"1 - 2 (1 simultaneous)";"Arkanoid";"Discovery";"7.8";"Taito"
"https://oagd.net/amiga/arkanoid-revenge-of-doh";"a\arkanoid-revenge-of-doh";"1988";"English";"1 - 2 (1 simultaneous)";"Arkanoid: Revenge of Doh";"Imagine";"7.4";
"https://oagd.net/amiga/armada";"a\armada";"1989";"English";"1 - 2 (1 simultaneous)";"Armada";"ARC";"N/A";"Turcan Research"
"https://oagd.net/amiga/the-armageddon-man";"t\the-armageddon-man";"1988";"English";"1";"The Armageddon Man";"Martech";"N/A";"Electronic Pencil Company"
"https://oagd.net/amiga/armalyte";"a\armalyte";"1991";"English";"1";"Armalyte";"Thalamus";"N/A";"Arc Developments"
"https://oagd.net/amiga/armour-geddon";"a\armour-geddon";"1991";"English";"1";"Armour-Geddon";"Psygnosis";"8.2";"Psygnosis"
"https://oagd.net/amiga/armour-geddon-ii-codename-hellfire";"a\armour-geddon-ii-codename-hellfire";"1994";"English";"1 - 2 (1 simultaneous)";"Armour-Geddon II: Codename Hellfire";"Psygnosis";"7.5";
"https://oagd.net/game/e932f565-7484-542e-9973-0bc75d524435";"a\arnhem-the-market-garden-operation";"1991";"English";"1 - 3 (1 simultaneous)";"Arnhem: The 'Market Garden' Operation";"CCS";"N/A";
"https://oagd.net/amiga/arnie";"a\arnie";"1992";"English";"1";"Arnie";"Zeppelin Platinum";"7.0";"Realms of Fantasy"
"https://oagd.net/amiga/arnie-2";"a\arnie-2";"1993";"English";"1";"Arnie 2";"Zeppelin Platinum";"7.0";
"https://oagd.net/amiga/lart-de-la-guerre";"l\lart-de-la-guerre";"1990";"French";"1";"L'Art de la Guerre";"Brøderbund";"N/A";
"https://oagd.net/game/5927dd2e-9d03-5e5d-be4f-c33f76876f6c";"t\the-art-of-chess";"1987";"English";"1 -2 (1 simultaneous)";"The Art of Chess";"SPA";"N/A";
"https://oagd.net/amiga/arthur-the-quest-for-excalibur";"a\arthur-the-quest-for-excalibur";"1989";"English";"1";"Arthur: The Quest for Excalibur";"Infocom";"8.3";
"https://oagd.net/amiga/artura";"a\artura";"1989";"English";"1";"Artura";"Gremlin / Arcadia";"N/A";
"https://oagd.net/amiga/asgard-met-vikings";"a\asgard-met-vikings";"2013";"English";"1 - 2 (2 simultaneous)";"Asgard Met Vikings";"N/A [Freeware]";"N/A";"Paradise / a1k.org"
"https://oagd.net/amiga/ashes-of-empire";"a\ashes-of-empire";"1992";"English, German, Spanish";"1";"Ashes of Empire";"Mirage";"8.0";"Midnight"
"https://oagd.net/amiga/ask-me-another";"a\ask-me-another";"1994";"English";"1";"Ask Me Another";"F1 Licenceware";"N/A";
"https://oagd.net/amiga/assassin";"a\assassin";"1992";"English";"1";"Assassin";"Team 17";"8.3";"Psionic"
"https://oagd.net/amiga/assassin-special-edition";"a\assassin-special-edition";"1994";"English";"1";"Assassin Special Edition";"Team 17";"8.0";"Psionic"
"https://oagd.net/amiga/assimilation-caffeine-2";"a\assimilation-caffeine-2";"1997";"English";"1";"Assimilation: Caffeine 2";"Fullspeed Creative Development";"N/A";
